"x","y","emissions","removals","net"
-179.5,-59.5,0,0,0
-179.5,-58.5,0,0,0
-179.5,-57.5,0,0,0
-179.5,-56.5,0,0,0
-179.5,-55.5,0,0,0
-179.5,-54.5,0,0,0
-179.5,-53.5,0,0,0
-179.5,-52.5,0,0,0
-179.5,-51.5,0,0,0
-179.5,-50.5,0,0,0
-179.5,-49.5,0,0,0
-179.5,-48.5,0,0,0
-179.5,-47.5,0,0,0
-179.5,-46.5,0,0,0
-179.5,-45.5,0,0,0
-179.5,-44.5,0,0,0
-179.5,-43.5,0,0,0
-179.5,-42.5,0,0,0
-179.5,-41.5,0,0,0
-179.5,-40.5,0,0,0
-179.5,-39.5,0,0,0
-179.5,-38.5,0,0,0
-179.5,-37.5,0,0,0
-179.5,-36.5,0,0,0
-179.5,-35.5,0,0,0
-179.5,-34.5,0,0,0
-179.5,-33.5,0,0,0
-179.5,-32.5,0,0,0
-179.5,-31.5,0,0,0
-179.5,-30.5,0,0,0
-179.5,-29.5,0,0,0
-179.5,-28.5,0,0,0
-179.5,-27.5,0,0,0
-179.5,-26.5,0,0,0
-179.5,-25.5,0,0,0
-179.5,-24.5,0,0,0
-179.5,-23.5,0,0,0
-179.5,-22.5,0,0,0
-179.5,-21.5,0,0,0
-179.5,-20.5,0,0,0
-179.5,-19.5,0,23.9,-23.9
-179.5,-18.5,0,15596.9,-15596.9
-179.5,-17.5,0,61538.1,-61538.1
-179.5,-16.5,0,238383.7,-238383.7
-179.5,-15.5,0,0,0
-179.5,-14.5,0,0,0
-179.5,-13.5,0,0,0
-179.5,-12.5,0,0,0
-179.5,-11.5,0,0,0
-179.5,-10.5,0,0,0
-179.5,-9.5,0,0,0
-179.5,-8.5,0,0,0
-179.5,-7.5,0,0,0
-179.5,-6.5,0,0,0
-179.5,-5.5,0,0,0
-179.5,-4.5,0,0,0
-179.5,-3.5,0,0,0
-179.5,-2.5,0,0,0
-179.5,-1.5,0,0,0
-179.5,-0.5,0,0,0
-179.5,0.5,0,0,0
-179.5,1.5,0,0,0
-179.5,2.5,0,0,0
-179.5,3.5,0,0,0
-179.5,4.5,0,0,0
-179.5,5.5,0,0,0
-179.5,6.5,0,0,0
-179.5,7.5,0,0,0
-179.5,8.5,0,0,0
-179.5,9.5,0,0,0
-179.5,10.5,0,0,0
-179.5,11.5,0,0,0
-179.5,12.5,0,0,0
-179.5,13.5,0,0,0
-179.5,14.5,0,0,0
-179.5,15.5,0,0,0
-179.5,16.5,0,0,0
-179.5,17.5,0,0,0
-179.5,18.5,0,0,0
-179.5,19.5,0,0,0
-179.5,20.5,0,0,0
-179.5,21.5,0,0,0
-179.5,22.5,0,0,0
-179.5,23.5,0,0,0
-179.5,24.5,0,0,0
-179.5,25.5,0,0,0
-179.5,26.5,0,0,0
-179.5,27.5,0,0,0
-179.5,28.5,0,0,0
-179.5,29.5,0,0,0
-179.5,30.5,0,0,0
-179.5,31.5,0,0,0
-179.5,32.5,0,0,0
-179.5,33.5,0,0,0
-179.5,34.5,0,0,0
-179.5,35.5,0,0,0
-179.5,36.5,0,0,0
-179.5,37.5,0,0,0
-179.5,38.5,0,0,0
-179.5,39.5,0,0,0
-179.5,40.5,0,0,0
-179.5,41.5,0,0,0
-179.5,42.5,0,0,0
-179.5,43.5,0,0,0
-179.5,44.5,0,0,0
-179.5,45.5,0,0,0
-179.5,46.5,0,0,0
-179.5,47.5,0,0,0
-179.5,48.5,0,0,0
-179.5,49.5,0,0,0
-179.5,50.5,0,0,0
-179.5,51.5,0,0,0
-179.5,52.5,0,0,0
-179.5,53.5,0,0,0
-179.5,54.5,0,0,0
-179.5,55.5,0,0,0
-179.5,56.5,0,0,0
-179.5,57.5,0,0,0
-179.5,58.5,0,0,0
-179.5,59.5,0,0,0
-179.5,60.5,0,0,0
-179.5,61.5,0,0,0
-179.5,62.5,0,0,0
-179.5,63.5,0,0,0
-179.5,64.5,0,0,0
-179.5,65.5,0,97.7,-97.7
-179.5,66.5,0,213.3,-213.3
-179.5,67.5,0,644.1,-644.1
-179.5,68.5,0,417.7,-417.7
-179.5,69.5,0,0,0
-179.5,70.5,0,0,0
-179.5,71.5,0,0,0
-179.5,72.5,0,0,0
-179.5,73.5,0,0,0
-179.5,74.5,0,0,0
-179.5,75.5,0,0,0
-179.5,76.5,0,0,0
-179.5,77.5,0,0,0
-179.5,78.5,0,0,0
-179.5,79.5,0,0,0
-178.5,-59.5,0,0,0
-178.5,-58.5,0,0,0
-178.5,-57.5,0,0,0
-178.5,-56.5,0,0,0
-178.5,-55.5,0,0,0
-178.5,-54.5,0,0,0
-178.5,-53.5,0,0,0
-178.5,-52.5,0,0,0
-178.5,-51.5,0,0,0
-178.5,-50.5,0,0,0
-178.5,-49.5,0,0,0
-178.5,-48.5,0,0,0
-178.5,-47.5,0,0,0
-178.5,-46.5,0,0,0
-178.5,-45.5,0,0,0
-178.5,-44.5,0,0,0
-178.5,-43.5,0,0,0
-178.5,-42.5,0,0,0
-178.5,-41.5,0,0,0
-178.5,-40.5,0,0,0
-178.5,-39.5,0,0,0
-178.5,-38.5,0,0,0
-178.5,-37.5,0,0,0
-178.5,-36.5,0,0,0
-178.5,-35.5,0,0,0
-178.5,-34.5,0,0,0
-178.5,-33.5,0,0,0
-178.5,-32.5,0,0,0
-178.5,-31.5,0,0,0
-178.5,-30.5,0,0,0
-178.5,-29.5,0,0,0
-178.5,-28.5,0,0,0
-178.5,-27.5,0,0,0
-178.5,-26.5,0,0,0
-178.5,-25.5,0,0,0
-178.5,-24.5,0,0,0
-178.5,-23.5,0,0,0
-178.5,-22.5,0,0,0
-178.5,-21.5,0,0,0
-178.5,-20.5,0,0,0
-178.5,-19.5,0,0,0
-178.5,-18.5,0,11564.2,-11564.2
-178.5,-17.5,0,32407,-32407
-178.5,-16.5,0,0,0
-178.5,-15.5,0,0,0
-178.5,-14.5,0,0,0
-178.5,-13.5,0,0,0
-178.5,-12.5,0,0,0
-178.5,-11.5,0,0,0
-178.5,-10.5,0,0,0
-178.5,-9.5,0,0,0
-178.5,-8.5,0,0,0
-178.5,-7.5,0,0,0
-178.5,-6.5,0,0,0
-178.5,-5.5,0,0,0
-178.5,-4.5,0,0,0
-178.5,-3.5,0,0,0
-178.5,-2.5,0,0,0
-178.5,-1.5,0,0,0
-178.5,-0.5,0,0,0
-178.5,0.5,0,0,0
-178.5,1.5,0,0,0
-178.5,2.5,0,0,0
-178.5,3.5,0,0,0
-178.5,4.5,0,0,0
-178.5,5.5,0,0,0
-178.5,6.5,0,0,0
-178.5,7.5,0,0,0
-178.5,8.5,0,0,0
-178.5,9.5,0,0,0
-178.5,10.5,0,0,0
-178.5,11.5,0,0,0
-178.5,12.5,0,0,0
-178.5,13.5,0,0,0
-178.5,14.5,0,0,0
-178.5,15.5,0,0,0
-178.5,16.5,0,0,0
-178.5,17.5,0,0,0
-178.5,18.5,0,0,0
-178.5,19.5,0,0,0
-178.5,20.5,0,0,0
-178.5,21.5,0,0,0
-178.5,22.5,0,0,0
-178.5,23.5,0,0,0
-178.5,24.5,0,0,0
-178.5,25.5,0,0,0
-178.5,26.5,0,0,0
-178.5,27.5,0,0,0
-178.5,28.5,0,0,0
-178.5,29.5,0,0,0
-178.5,30.5,0,0,0
-178.5,31.5,0,0,0
-178.5,32.5,0,0,0
-178.5,33.5,0,0,0
-178.5,34.5,0,0,0
-178.5,35.5,0,0,0
-178.5,36.5,0,0,0
-178.5,37.5,0,0,0
-178.5,38.5,0,0,0
-178.5,39.5,0,0,0
-178.5,40.5,0,0,0
-178.5,41.5,0,0,0
-178.5,42.5,0,0,0
-178.5,43.5,0,0,0
-178.5,44.5,0,0,0
-178.5,45.5,0,0,0
-178.5,46.5,0,0,0
-178.5,47.5,0,0,0
-178.5,48.5,0,0,0
-178.5,49.5,0,0,0
-178.5,50.5,0,0,0
-178.5,51.5,27.7,613.5,-585.8
-178.5,52.5,0,0,0
-178.5,53.5,0,0,0
-178.5,54.5,0,0,0
-178.5,55.5,0,0,0
-178.5,56.5,0,0,0
-178.5,57.5,0,0,0
-178.5,58.5,0,0,0
-178.5,59.5,0,0,0
-178.5,60.5,0,0,0
-178.5,61.5,0,0,0
-178.5,62.5,0,0,0
-178.5,63.5,0,0,0
-178.5,64.5,0,0,0
-178.5,65.5,0,28.1,-28.1
-178.5,66.5,0,91.2,-91.2
-178.5,67.5,0,411.2,-411.2
-178.5,68.5,0,282.1,-282.1
-178.5,69.5,0,0,0
-178.5,70.5,0,0,0
-178.5,71.5,0,0,0
-178.5,72.5,0,0,0
-178.5,73.5,0,0,0
-178.5,74.5,0,0,0
-178.5,75.5,0,0,0
-178.5,76.5,0,0,0
-178.5,77.5,0,0,0
-178.5,78.5,0,0,0
-178.5,79.5,0,0,0
-177.5,-59.5,0,0,0
-177.5,-58.5,0,0,0
-177.5,-57.5,0,0,0
-177.5,-56.5,0,0,0
-177.5,-55.5,0,0,0
-177.5,-54.5,0,0,0
-177.5,-53.5,0,0,0
-177.5,-52.5,0,0,0
-177.5,-51.5,0,0,0
-177.5,-50.5,0,0,0
-177.5,-49.5,0,0,0
-177.5,-48.5,0,0,0
-177.5,-47.5,0,0,0
-177.5,-46.5,0,0,0
-177.5,-45.5,0,0,0
-177.5,-44.5,0,0,0
-177.5,-43.5,0,0,0
-177.5,-42.5,0,0,0
-177.5,-41.5,0,0,0
-177.5,-40.5,0,0,0
-177.5,-39.5,0,0,0
-177.5,-38.5,0,0,0
-177.5,-37.5,0,0,0
-177.5,-36.5,0,0,0
-177.5,-35.5,0,0,0
-177.5,-34.5,0,0,0
-177.5,-33.5,0,0,0
-177.5,-32.5,0,0,0
-177.5,-31.5,0,0,0
-177.5,-30.5,0,0,0
-177.5,-29.5,0,0,0
-177.5,-28.5,0,0,0
-177.5,-27.5,0,0,0
-177.5,-26.5,0,0,0
-177.5,-25.5,0,0,0
-177.5,-24.5,0,0,0
-177.5,-23.5,0,0,0
-177.5,-22.5,0,0,0
-177.5,-21.5,0,0,0
-177.5,-20.5,0,0,0
-177.5,-19.5,0,0,0
-177.5,-18.5,0,0,0
-177.5,-17.5,0,0,0
-177.5,-16.5,0,0,0
-177.5,-15.5,0,0,0
-177.5,-14.5,0,0,0
-177.5,-13.5,0,0,0
-177.5,-12.5,0,0,0
-177.5,-11.5,0,0,0
-177.5,-10.5,0,0,0
-177.5,-9.5,0,0,0
-177.5,-8.5,0,0,0
-177.5,-7.5,0,0,0
-177.5,-6.5,0,0,0
-177.5,-5.5,0,0,0
-177.5,-4.5,0,0,0
-177.5,-3.5,0,0,0
-177.5,-2.5,0,0,0
-177.5,-1.5,0,0,0
-177.5,-0.5,0,0,0
-177.5,0.5,0,0,0
-177.5,1.5,0,0,0
-177.5,2.5,0,0,0
-177.5,3.5,0,0,0
-177.5,4.5,0,0,0
-177.5,5.5,0,0,0
-177.5,6.5,0,0,0
-177.5,7.5,0,0,0
-177.5,8.5,0,0,0
-177.5,9.5,0,0,0
-177.5,10.5,0,0,0
-177.5,11.5,0,0,0
-177.5,12.5,0,0,0
-177.5,13.5,0,0,0
-177.5,14.5,0,0,0
-177.5,15.5,0,0,0
-177.5,16.5,0,0,0
-177.5,17.5,0,0,0
-177.5,18.5,0,0,0
-177.5,19.5,0,0,0
-177.5,20.5,0,0,0
-177.5,21.5,0,0,0
-177.5,22.5,0,0,0
-177.5,23.5,0,0,0
-177.5,24.5,0,0,0
-177.5,25.5,0,0,0
-177.5,26.5,0,0,0
-177.5,27.5,0,0,0
-177.5,28.5,0,0,0
-177.5,29.5,0,0,0
-177.5,30.5,0,0,0
-177.5,31.5,0,0,0
-177.5,32.5,0,0,0
-177.5,33.5,0,0,0
-177.5,34.5,0,0,0
-177.5,35.5,0,0,0
-177.5,36.5,0,0,0
-177.5,37.5,0,0,0
-177.5,38.5,0,0,0
-177.5,39.5,0,0,0
-177.5,40.5,0,0,0
-177.5,41.5,0,0,0
-177.5,42.5,0,0,0
-177.5,43.5,0,0,0
-177.5,44.5,0,0,0
-177.5,45.5,0,0,0
-177.5,46.5,0,0,0
-177.5,47.5,0,0,0
-177.5,48.5,0,0,0
-177.5,49.5,0,0,0
-177.5,50.5,0,0,0
-177.5,51.5,57.4,1211.3,-1153.9
-177.5,52.5,0,0,0
-177.5,53.5,0,0,0
-177.5,54.5,0,0,0
-177.5,55.5,0,0,0
-177.5,56.5,0,0,0
-177.5,57.5,0,0,0
-177.5,58.5,0,0,0
-177.5,59.5,0,0,0
-177.5,60.5,0,0,0
-177.5,61.5,0,0,0
-177.5,62.5,0,0,0
-177.5,63.5,0,0,0
-177.5,64.5,0,0,0
-177.5,65.5,0,13.3,-13.3
-177.5,66.5,0,58.3,-58.3
-177.5,67.5,0,326.8,-326.8
-177.5,68.5,0,119.1,-119.1
-177.5,69.5,0,0,0
-177.5,70.5,0,0,0
-177.5,71.5,0,0,0
-177.5,72.5,0,0,0
-177.5,73.5,0,0,0
-177.5,74.5,0,0,0
-177.5,75.5,0,0,0
-177.5,76.5,0,0,0
-177.5,77.5,0,0,0
-177.5,78.5,0,0,0
-177.5,79.5,0,0,0
-176.5,-59.5,0,0,0
-176.5,-58.5,0,0,0
-176.5,-57.5,0,0,0
-176.5,-56.5,0,0,0
-176.5,-55.5,0,0,0
-176.5,-54.5,0,0,0
-176.5,-53.5,0,0,0
-176.5,-52.5,0,0,0
-176.5,-51.5,0,0,0
-176.5,-50.5,0,0,0
-176.5,-49.5,0,0,0
-176.5,-48.5,0,0,0
-176.5,-47.5,0,0,0
-176.5,-46.5,0,0,0
-176.5,-45.5,0,0,0
-176.5,-44.5,0,0,0
-176.5,-43.5,0,0,0
-176.5,-42.5,0,0,0
-176.5,-41.5,0,0,0
-176.5,-40.5,0,0,0
-176.5,-39.5,0,0,0
-176.5,-38.5,0,0,0
-176.5,-37.5,0,0,0
-176.5,-36.5,0,0,0
-176.5,-35.5,0,0,0
-176.5,-34.5,0,0,0
-176.5,-33.5,0,0,0
-176.5,-32.5,0,0,0
-176.5,-31.5,0,0,0
-176.5,-30.5,0,0,0
-176.5,-29.5,0,0,0
-176.5,-28.5,0,0,0
-176.5,-27.5,0,0,0
-176.5,-26.5,0,0,0
-176.5,-25.5,0,0,0
-176.5,-24.5,0,0,0
-176.5,-23.5,0,0,0
-176.5,-22.5,0,0,0
-176.5,-21.5,0,0,0
-176.5,-20.5,0,0,0
-176.5,-19.5,0,0,0
-176.5,-18.5,0,0,0
-176.5,-17.5,0,0,0
-176.5,-16.5,0,0,0
-176.5,-15.5,0,0,0
-176.5,-14.5,0,0,0
-176.5,-13.5,0,315.5,-315.5
-176.5,-12.5,0,0,0
-176.5,-11.5,0,0,0
-176.5,-10.5,0,0,0
-176.5,-9.5,0,0,0
-176.5,-8.5,0,0,0
-176.5,-7.5,0,0,0
-176.5,-6.5,0,0,0
-176.5,-5.5,0,0,0
-176.5,-4.5,0,0,0
-176.5,-3.5,0,0,0
-176.5,-2.5,0,0,0
-176.5,-1.5,0,0,0
-176.5,-0.5,0,0,0
-176.5,0.5,0,0,0
-176.5,1.5,0,0,0
-176.5,2.5,0,0,0
-176.5,3.5,0,0,0
-176.5,4.5,0,0,0
-176.5,5.5,0,0,0
-176.5,6.5,0,0,0
-176.5,7.5,0,0,0
-176.5,8.5,0,0,0
-176.5,9.5,0,0,0
-176.5,10.5,0,0,0
-176.5,11.5,0,0,0
-176.5,12.5,0,0,0
-176.5,13.5,0,0,0
-176.5,14.5,0,0,0
-176.5,15.5,0,0,0
-176.5,16.5,0,0,0
-176.5,17.5,0,0,0
-176.5,18.5,0,0,0
-176.5,19.5,0,0,0
-176.5,20.5,0,0,0
-176.5,21.5,0,0,0
-176.5,22.5,0,0,0
-176.5,23.5,0,0,0
-176.5,24.5,0,0,0
-176.5,25.5,0,0,0
-176.5,26.5,0,0,0
-176.5,27.5,0,0,0
-176.5,28.5,0,0,0
-176.5,29.5,0,0,0
-176.5,30.5,0,0,0
-176.5,31.5,0,0,0
-176.5,32.5,0,0,0
-176.5,33.5,0,0,0
-176.5,34.5,0,0,0
-176.5,35.5,0,0,0
-176.5,36.5,0,0,0
-176.5,37.5,0,0,0
-176.5,38.5,0,0,0
-176.5,39.5,0,0,0
-176.5,40.5,0,0,0
-176.5,41.5,0,0,0
-176.5,42.5,0,0,0
-176.5,43.5,0,0,0
-176.5,44.5,0,0,0
-176.5,45.5,0,0,0
-176.5,46.5,0,0,0
-176.5,47.5,0,0,0
-176.5,48.5,0,0,0
-176.5,49.5,0,0,0
-176.5,50.5,0,0,0
-176.5,51.5,938.8,6020.1,-5081.3
-176.5,52.5,646.6,1069.2,-422.6
-176.5,53.5,0,0,0
-176.5,54.5,0,0,0
-176.5,55.5,0,0,0
-176.5,56.5,0,0,0
-176.5,57.5,0,0,0
-176.5,58.5,0,0,0
-176.5,59.5,0,0,0
-176.5,60.5,0,0,0
-176.5,61.5,0,0,0
-176.5,62.5,0,0,0
-176.5,63.5,0,0,0
-176.5,64.5,0,0,0
-176.5,65.5,0,15.9,-15.9
-176.5,66.5,0,39.7,-39.7
-176.5,67.5,0,298.3,-298.3
-176.5,68.5,0,1.7,-1.7
-176.5,69.5,0,0,0
-176.5,70.5,0,0,0
-176.5,71.5,0,0,0
-176.5,72.5,0,0,0
-176.5,73.5,0,0,0
-176.5,74.5,0,0,0
-176.5,75.5,0,0,0
-176.5,76.5,0,0,0
-176.5,77.5,0,0,0
-176.5,78.5,0,0,0
-176.5,79.5,0,0,0
-175.5,-59.5,0,0,0
-175.5,-58.5,0,0,0
-175.5,-57.5,0,0,0
-175.5,-56.5,0,0,0
-175.5,-55.5,0,0,0
-175.5,-54.5,0,0,0
-175.5,-53.5,0,0,0
-175.5,-52.5,0,0,0
-175.5,-51.5,0,0,0
-175.5,-50.5,0,0,0
-175.5,-49.5,0,0,0
-175.5,-48.5,0,0,0
-175.5,-47.5,0,0,0
-175.5,-46.5,0,0,0
-175.5,-45.5,0,0,0
-175.5,-44.5,0,0,0
-175.5,-43.5,0,0,0
-175.5,-42.5,0,0,0
-175.5,-41.5,0,0,0
-175.5,-40.5,0,0,0
-175.5,-39.5,0,0,0
-175.5,-38.5,0,0,0
-175.5,-37.5,0,0,0
-175.5,-36.5,0,0,0
-175.5,-35.5,0,0,0
-175.5,-34.5,0,0,0
-175.5,-33.5,0,0,0
-175.5,-32.5,0,0,0
-175.5,-31.5,0,0,0
-175.5,-30.5,0,0,0
-175.5,-29.5,0,0,0
-175.5,-28.5,0,0,0
-175.5,-27.5,0,0,0
-175.5,-26.5,0,0,0
-175.5,-25.5,0,0,0
-175.5,-24.5,0,0,0
-175.5,-23.5,0,0,0
-175.5,-22.5,0,0,0
-175.5,-21.5,0,16124.4,-16124.4
-175.5,-20.5,0,0,0
-175.5,-19.5,0,0,0
-175.5,-18.5,0,0,0
-175.5,-17.5,0,0,0
-175.5,-16.5,0,0,0
-175.5,-15.5,0,0,0
-175.5,-14.5,0,0,0
-175.5,-13.5,0,0,0
-175.5,-12.5,0,0,0
-175.5,-11.5,0,0,0
-175.5,-10.5,0,0,0
-175.5,-9.5,0,0,0
-175.5,-8.5,0,0,0
-175.5,-7.5,0,0,0
-175.5,-6.5,0,0,0
-175.5,-5.5,0,0,0
-175.5,-4.5,0,0,0
-175.5,-3.5,0,0,0
-175.5,-2.5,0,0,0
-175.5,-1.5,0,0,0
-175.5,-0.5,0,0,0
-175.5,0.5,0,0,0
-175.5,1.5,0,0,0
-175.5,2.5,0,0,0
-175.5,3.5,0,0,0
-175.5,4.5,0,0,0
-175.5,5.5,0,0,0
-175.5,6.5,0,0,0
-175.5,7.5,0,0,0
-175.5,8.5,0,0,0
-175.5,9.5,0,0,0
-175.5,10.5,0,0,0
-175.5,11.5,0,0,0
-175.5,12.5,0,0,0
-175.5,13.5,0,0,0
-175.5,14.5,0,0,0
-175.5,15.5,0,0,0
-175.5,16.5,0,0,0
-175.5,17.5,0,0,0
-175.5,18.5,0,0,0
-175.5,19.5,0,0,0
-175.5,20.5,0,0,0
-175.5,21.5,0,0,0
-175.5,22.5,0,0,0
-175.5,23.5,0,0,0
-175.5,24.5,0,0,0
-175.5,25.5,0,0,0
-175.5,26.5,0,0,0
-175.5,27.5,0,0,0
-175.5,28.5,0,0,0
-175.5,29.5,0,0,0
-175.5,30.5,0,0,0
-175.5,31.5,0,0,0
-175.5,32.5,0,0,0
-175.5,33.5,0,0,0
-175.5,34.5,0,0,0
-175.5,35.5,0,0,0
-175.5,36.5,0,0,0
-175.5,37.5,0,0,0
-175.5,38.5,0,0,0
-175.5,39.5,0,0,0
-175.5,40.5,0,0,0
-175.5,41.5,0,0,0
-175.5,42.5,0,0,0
-175.5,43.5,0,0,0
-175.5,44.5,0,0,0
-175.5,45.5,0,0,0
-175.5,46.5,0,0,0
-175.5,47.5,0,0,0
-175.5,48.5,0,0,0
-175.5,49.5,0,0,0
-175.5,50.5,0,0,0
-175.5,51.5,310.8,1364.1,-1053.3
-175.5,52.5,14.5,438.1,-423.6
-175.5,53.5,0,0,0
-175.5,54.5,0,0,0
-175.5,55.5,0,0,0
-175.5,56.5,0,0,0
-175.5,57.5,0,0,0
-175.5,58.5,0,0,0
-175.5,59.5,0,0,0
-175.5,60.5,0,0,0
-175.5,61.5,0,0,0
-175.5,62.5,0,0,0
-175.5,63.5,0,0,0
-175.5,64.5,0,5.4,-5.4
-175.5,65.5,0,50.9,-50.9
-175.5,66.5,0,132.4,-132.4
-175.5,67.5,0,187,-187
-175.5,68.5,0,0,0
-175.5,69.5,0,0,0
-175.5,70.5,0,0,0
-175.5,71.5,0,0,0
-175.5,72.5,0,0,0
-175.5,73.5,0,0,0
-175.5,74.5,0,0,0
-175.5,75.5,0,0,0
-175.5,76.5,0,0,0
-175.5,77.5,0,0,0
-175.5,78.5,0,0,0
-175.5,79.5,0,0,0
-174.5,-59.5,0,0,0
-174.5,-58.5,0,0,0
-174.5,-57.5,0,0,0
-174.5,-56.5,0,0,0
-174.5,-55.5,0,0,0
-174.5,-54.5,0,0,0
-174.5,-53.5,0,0,0
-174.5,-52.5,0,0,0
-174.5,-51.5,0,0,0
-174.5,-50.5,0,0,0
-174.5,-49.5,0,0,0
-174.5,-48.5,0,0,0
-174.5,-47.5,0,0,0
-174.5,-46.5,0,0,0
-174.5,-45.5,0,0,0
-174.5,-44.5,0,0,0
-174.5,-43.5,0,0,0
-174.5,-42.5,0,0,0
-174.5,-41.5,0,0,0
-174.5,-40.5,0,0,0
-174.5,-39.5,0,0,0
-174.5,-38.5,0,0,0
-174.5,-37.5,0,0,0
-174.5,-36.5,0,0,0
-174.5,-35.5,0,0,0
-174.5,-34.5,0,0,0
-174.5,-33.5,0,0,0
-174.5,-32.5,0,0,0
-174.5,-31.5,0,0,0
-174.5,-30.5,0,0,0
-174.5,-29.5,0,0,0
-174.5,-28.5,0,0,0
-174.5,-27.5,0,0,0
-174.5,-26.5,0,0,0
-174.5,-25.5,0,0,0
-174.5,-24.5,0,0,0
-174.5,-23.5,0,0,0
-174.5,-22.5,0,0,0
-174.5,-21.5,0,0,0
-174.5,-20.5,0,0,0
-174.5,-19.5,0,0,0
-174.5,-18.5,0,76.4,-76.4
-174.5,-17.5,0,0,0
-174.5,-16.5,0,0,0
-174.5,-15.5,0,0,0
-174.5,-14.5,0,0,0
-174.5,-13.5,0,0,0
-174.5,-12.5,0,0,0
-174.5,-11.5,0,0,0
-174.5,-10.5,0,0,0
-174.5,-9.5,0,0,0
-174.5,-8.5,0,0,0
-174.5,-7.5,0,0,0
-174.5,-6.5,0,0,0
-174.5,-5.5,0,0,0
-174.5,-4.5,0,0,0
-174.5,-3.5,0,0,0
-174.5,-2.5,0,0,0
-174.5,-1.5,0,0,0
-174.5,-0.5,0,0,0
-174.5,0.5,0,0,0
-174.5,1.5,0,0,0
-174.5,2.5,0,0,0
-174.5,3.5,0,0,0
-174.5,4.5,0,0,0
-174.5,5.5,0,0,0
-174.5,6.5,0,0,0
-174.5,7.5,0,0,0
-174.5,8.5,0,0,0
-174.5,9.5,0,0,0
-174.5,10.5,0,0,0
-174.5,11.5,0,0,0
-174.5,12.5,0,0,0
-174.5,13.5,0,0,0
-174.5,14.5,0,0,0
-174.5,15.5,0,0,0
-174.5,16.5,0,0,0
-174.5,17.5,0,0,0
-174.5,18.5,0,0,0
-174.5,19.5,0,0,0
-174.5,20.5,0,0,0
-174.5,21.5,0,0,0
-174.5,22.5,0,0,0
-174.5,23.5,0,0,0
-174.5,24.5,0,0,0
-174.5,25.5,0,0,0
-174.5,26.5,0,0,0
-174.5,27.5,0,0,0
-174.5,28.5,0,0,0
-174.5,29.5,0,0,0
-174.5,30.5,0,0,0
-174.5,31.5,0,0,0
-174.5,32.5,0,0,0
-174.5,33.5,0,0,0
-174.5,34.5,0,0,0
-174.5,35.5,0,0,0
-174.5,36.5,0,0,0
-174.5,37.5,0,0,0
-174.5,38.5,0,0,0
-174.5,39.5,0,0,0
-174.5,40.5,0,0,0
-174.5,41.5,0,0,0
-174.5,42.5,0,0,0
-174.5,43.5,0,0,0
-174.5,44.5,0,0,0
-174.5,45.5,0,0,0
-174.5,46.5,0,0,0
-174.5,47.5,0,0,0
-174.5,48.5,0,0,0
-174.5,49.5,0,0,0
-174.5,50.5,0,0,0
-174.5,51.5,0,0,0
-174.5,52.5,955.1,3234.7,-2279.6
-174.5,53.5,0,0,0
-174.5,54.5,0,0,0
-174.5,55.5,0,0,0
-174.5,56.5,0,0,0
-174.5,57.5,0,0,0
-174.5,58.5,0,0,0
-174.5,59.5,0,0,0
-174.5,60.5,0,0,0
-174.5,61.5,0,0,0
-174.5,62.5,0,0,0
-174.5,63.5,0,0,0
-174.5,64.5,0.5,21.8,-21.3
-174.5,65.5,0,174.7,-174.7
-174.5,66.5,0,164.6,-164.6
-174.5,67.5,0,13.5,-13.5
-174.5,68.5,0,0,0
-174.5,69.5,0,0,0
-174.5,70.5,0,0,0
-174.5,71.5,0,0,0
-174.5,72.5,0,0,0
-174.5,73.5,0,0,0
-174.5,74.5,0,0,0
-174.5,75.5,0,0,0
-174.5,76.5,0,0,0
-174.5,77.5,0,0,0
-174.5,78.5,0,0,0
-174.5,79.5,0,0,0
-173.5,-59.5,0,0,0
-173.5,-58.5,0,0,0
-173.5,-57.5,0,0,0
-173.5,-56.5,0,0,0
-173.5,-55.5,0,0,0
-173.5,-54.5,0,0,0
-173.5,-53.5,0,0,0
-173.5,-52.5,0,0,0
-173.5,-51.5,0,0,0
-173.5,-50.5,0,0,0
-173.5,-49.5,0,0,0
-173.5,-48.5,0,0,0
-173.5,-47.5,0,0,0
-173.5,-46.5,0,0,0
-173.5,-45.5,0,0,0
-173.5,-44.5,0,0,0
-173.5,-43.5,0,0,0
-173.5,-42.5,0,0,0
-173.5,-41.5,0,0,0
-173.5,-40.5,0,0,0
-173.5,-39.5,0,0,0
-173.5,-38.5,0,0,0
-173.5,-37.5,0,0,0
-173.5,-36.5,0,0,0
-173.5,-35.5,0,0,0
-173.5,-34.5,0,0,0
-173.5,-33.5,0,0,0
-173.5,-32.5,0,0,0
-173.5,-31.5,0,0,0
-173.5,-30.5,0,0,0
-173.5,-29.5,0,0,0
-173.5,-28.5,0,0,0
-173.5,-27.5,0,0,0
-173.5,-26.5,0,0,0
-173.5,-25.5,0,0,0
-173.5,-24.5,0,0,0
-173.5,-23.5,0,0,0
-173.5,-22.5,0,0,0
-173.5,-21.5,0,0,0
-173.5,-20.5,0,0,0
-173.5,-19.5,0,0,0
-173.5,-18.5,0,2565.4,-2565.4
-173.5,-17.5,0,0,0
-173.5,-16.5,0,0,0
-173.5,-15.5,0,0,0
-173.5,-14.5,0,0,0
-173.5,-13.5,0,0,0
-173.5,-12.5,0,0,0
-173.5,-11.5,0,0,0
